G0034,Sandworm Team,Sandworm Team  has used Base64 encoding within malware variants. [290]
S1085,Sardonic,Sardonic  can use certain ConfuserEx features for obfuscation and can be encoded in a base64 string. [291]
S0461,SDBbot,SDBbot  has the ability to XOR the strings for its installer component with a hardcoded 128 byte key. [292]
S0345,Seasalt,Seasalt  obfuscates configuration data. [293]
S0596,ShadowPad,"ShadowPad  has encrypted its payload, a virtual file system, and various files. [294] [108]"
S0140,Shamoon,Shamoon  contains base64-encoded strings. [295]
S1019,Shark,Shark  can use encrypted and encoded files for C2 configuration. [216] [296]
S0444,ShimRat,ShimRat  has been delivered as a package that includes compressed DLL and shellcode payloads within a .dat file. [217]
S0445,ShimRatReporter,ShimRatReporter  encrypted gathered information with a combination of shifting and XOR using a static key. [217]
S0063,SHOTPUT,SHOTPUT  is obscured using XOR encoding and appended to a valid GIF file. [297] [298]
G0121,Sidewinder,Sidewinder  has used base64 encoding and ECDH-P256 encryption for payloads. [299] [300] [301]
S0623,Siloscape,Siloscape  itself is obfuscated and uses obfuscated API calls. [302]
S0468,Skidmap,Skidmap  has encrypted it's main payload using 3DES. [303]
S0633,Sliver,Sliver  can encrypt strings at compile time. [304] [305]
S1035,Small Sieve,Small Sieve  has the ability to use a custom hex byte swapping encoding scheme combined with an obfuscated Base64 function to protect program strings and Telegram credentials. [306]
S0226,Smoke Loader,Smoke Loader  uses a simple one-byte XOR method to obfuscate values in the malware. [307] [308]
S1086,Snip3,Snip3  has the ability to obfuscate strings using XOR encryption. [309]
S0627,SodaMaster,"SodaMaster  can use ""stackstrings"" for obfuscation. [111]"
S0615,SombRAT,"SombRAT  can encrypt strings with XOR-based routines and use a custom AES storage format for plugins, configuration, C2 domains, and harvested data. [260] [126] [127]"
S0516,SoreFang,SoreFang  has the ability to encode and RC6 encrypt data sent to C2. [310]
S0374,SpeakUp,SpeakUp  encodes its second-stage payload with Base64.  [311]
S1030,Squirrelwaffle,Squirrelwaffle  has been obfuscated with a XOR-based algorithm. [312] [313]
S1037,STARWHALE,STARWHALE  has been obfuscated with hex-encoded strings. [314]
S0380,StoneDrill,StoneDrill  has obfuscated its module with an alphabet-based table or XOR encryption. [315]
S0142,StreamEx,StreamEx  obfuscates some commands by using statically programmed fragments of strings when starting a DLL. It also uses a one-byte xor against 0x91 to encode configuration data. [316]
S0491,StrongPity,StrongPity  has used encrypted strings in its dropper component. [317] [318]
S0603,Stuxnet,Stuxnet  uses encrypted configuration blocks and writes encrypted files to disk. [319]
S0559,SUNBURST,SUNBURST  strings were compressed and encoded in Base64. [320]   SUNBURST  also obfuscated collected system information using a FNV-1a + XOR algorithm. [321]
S0562,SUNSPOT,SUNSPOT  encrypted log entries it collected with the stream cipher RC4 using a hard-coded key. It also uses AES128-CBC encrypted blobs for  SUNBURST  source code and data extracted from the SolarWinds Orion <MsBuild.exe process. [322]
S0578,SUPERNOVA,SUPERNOVA  contained Base64-encoded strings. [323]
S1064,SVCReady,SVCReady  can encrypt victim data with an RC4 cipher. [324]
S0242,SynAck,SynAck  payloads are obfuscated prior to compilation to inhibit analysis and/or reverse engineering. [325] [326]
S0663,SysUpdate,SysUpdate  can encrypt and encode its configuration file. [249]
G1018,TA2541,TA2541  has used compressed and char-encoded scripts in operations. [327]
G0092,TA505,TA505  has password-protected malicious Word documents. [328]
S0011,Taidoor,Taidoor  can use encrypted string blocks for obfuscation. [329]
S0467,TajMahal,TajMahal  has used an encrypted Virtual File System to store plugins. [330]
G0139,TeamTNT,TeamTNT  has encrypted its binaries via AES and encoded files using Base64. [331] [332]
S0560,TEARDROP,"TEARDROP  created and read from a file with a fake JPG header, and its payload was encrypted with a simple rotating XOR cipher. [321] [333] [266]"
G0027,Threat Group-3390,A  Threat Group-3390  tool can encrypt payloads using XOR.  Threat Group-3390  malware is also obfuscated using Metasploit’s shikata_ga_nai encoder as well as compressed with LZNT1 compression. [334] [335] [336]
S0665,ThreatNeedle,"ThreatNeedle  has been compressed and obfuscated using RC4, AES, or XOR. [337]"
S0131,TINYTYPHON,TINYTYPHON  has used XOR with 0x90 to obfuscate its configuration file. [338]
S0678,Torisma,Torisma  has been Base64 encoded and AES encrypted. [243]
G0134,Transparent Tribe,Transparent Tribe  has dropped encoded executables on compromised hosts. [339]
S0266,TrickBot,TrickBot  uses non-descriptive names to hide functionality and uses an AES CBC (256 bits) encryption algorithm for its loader and configuration files. [340]
S0094,Trojan.Karagany,Trojan.Karagany  can base64 encode and AES-128-CBC encrypt data prior to transmission. [341]
G0081,Tropic Trooper,Tropic Trooper  has encrypted configuration files. [342] [343]
S0647,Turian,Turian  can use VMProtect for obfuscation. [45]
S0263,TYPEFRAME,APIs and strings in some  TYPEFRAME  variants are RC4 encrypted. Another variant is encoded with XOR. [344]
S0333,UBoatRAT,UBoatRAT  encrypts instructions in the payload using a simple XOR cipher. [345]
S0022,Uroburos,Uroburos  can use AES and CAST-128 encryption to obfuscate resources. [346]
S0386,Ursnif,Ursnif  has used an XOR-based algorithm to encrypt Tor clients dropped to disk. [347]   Ursnif  droppers have also been delivered as password-protected zip files that execute base64 encoded  PowerShell  commands. [348]
S0136,USBStealer,Most strings in  USBStealer  are encrypted using 3DES and XOR and reversed. [349]
S0476,Valak,Valak  has the ability to base64 encode and XOR encrypt strings. [350] [351] [352]
S0257,VERMIN,VERMIN  is obfuscated using the obfuscation tool called ConfuserEx. [353]
S0180,Volgmer,A  Volgmer  variant is encoded using a simple XOR cipher. [354]
S0612,WastedLocker,The  WastedLocker  payload includes encrypted strings stored within the .bss section of the binary file. [355]
S0579,Waterbear,Waterbear  has used RC4 encrypted shellcode and encrypted functions. [356]
S0689,WhisperGate,"WhisperGate  can Base64 encode strings, store downloaded files in reverse byte order,  and use the Eazfuscator tool to obfuscate its third stage. [357] [358] [359]"
G0107,Whitefly,Whitefly  has encrypted the payload used for C2. [360]
G0112,Windshift,Windshift  has used string encoding with floating point calculations. [361]
S0466,WindTail,"WindTail  can be delivered as a compressed, encrypted, and encoded payload. [362]"
S0430,Winnti for Linux,Winnti for Linux  can encode its configuration file with single-byte XOR encoding. [363]
S0141,Winnti for Windows,Winnti for Windows  has the ability to encrypt and compress its payload. [364]
S1065,Woody RAT,Woody RAT  has used Base64 encoded strings and scripts. [365]
S0117,XTunnel,A version of  XTunnel  introduced in July 2015 obfuscated the binary using opaque predicates and other techniques in a likely attempt to obfuscate it and bypass security products. [366]
S0388,YAHOYAH,YAHOYAH  encrypts its configuration file using a simple algorithm. [367]
S0230,ZeroT,ZeroT  has encrypted its payload with RC4. [368]
S0330,Zeus Panda,Zeus Panda  encrypts strings with XOR.  Zeus Panda  also encrypts all configuration and settings in AES and RC4. [369] [370]
S0672,Zox,Zox  has been encoded with Base64. [371]
S1013,ZxxZ,ZxxZ  has been encoded to avoid detection from static analysis tools. [372]
M1049,Antivirus/Antimalware,Anti-virus can be used to automatically detect and quarantine suspicious files. Consider utilizing the Antimalware Scan Interface (AMSI) on Windows 10+ to analyze commands after being processed/interpreted.  [373]
M1047,Audit,Consider periodic review of common fileless storage locations (such as the Registry or WMI repository) to potentially identify abnormal and malicious data.
M1040,Behavior Prevention on Endpoint,"On Windows 10+, enable Attack Surface Reduction (ASR) rules to prevent execution of potentially obfuscated payloads.  [374]"
M1017,User Training,Ensure that a finite amount of ingress points to a software deployment system exist with restricted access for those required to allow and enable newly deployed software.
S0469,ABK,ABK  has the ability to decrypt AES encrypted payloads. [4]
S1028,Action RAT,Action RAT  can use Base64 to decode actor-controlled C2 server communications. [5]
S0331,Agent Tesla,Agent Tesla  has the ability to decrypt strings encrypted with the Rijndael symmetric encryption algorithm. [6]
S1025,Amadey,Amadey  has decoded antivirus name strings. [7]
S0584,AppleJeus,AppleJeus  has decoded files received from a C2. [8]
S0622,AppleSeed,AppleSeed  can decode its payload prior to execution. [9]
G0073,APT19,An  APT19  HTTP malware variant decrypts strings using single-byte XOR keys. [10]
G0007,APT28,An  APT28  macro uses the command  certutil -decode  to decode contents of a .txt file storing the base64 encoded payload. [11] [12]
G0087,APT39,APT39  has used malware to decrypt encrypted CAB files. [13]
S0456,Aria-body,Aria-body  has the ability to decrypt the loader configuration and payload DLL. [14]
S0373,Astaroth,Astaroth  uses a fromCharCode() deobfuscation method to avoid explicitly writing execution commands and to hide its code.  [15] [16]
S0347,AuditCred,AuditCred  uses XOR and RC4 to perform decryption on the code functions. [17]
S0640,Avaddon,Avaddon  has decrypted encrypted strings. [18]
S0473,Avenger,Avenger  has the ability to decrypt files downloaded from C2. [4]
S1053,AvosLocker,AvosLocker  has deobfuscated XOR-encoded strings. [19]
S0344,Azorult,Azorult  uses an XOR key to decrypt content and uses Base64 to decode the C2 address. [20] [21]
S0638,Babuk,Babuk  has the ability to unpack itself into memory using XOR. [22] [23]
S0414,BabyShark,BabyShark  has the ability to decode downloaded files prior to execution. [24]
S0475,BackConfig,BackConfig  has used a custom routine to decrypt strings. [25]
S0642,BADFLICK,BADFLICK  can decode shellcode using a custom rotating XOR cipher. [26]
S0234,Bandook,Bandook  has decoded its PowerShell script. [27]
S0239,Bankshot,Bankshot  decodes embedded XOR strings. [28]
S0534,Bazar,Bazar  can decrypt downloaded payloads.  Bazar  also resolves strings and other artifacts at runtime. [29] [30]
S0470,BBK,BBK  has the ability to decrypt AES encrypted payloads. [4]
S0127,BBSRAT,BBSRAT  uses  Expand  to decompress a CAB file into executable content. [31]
S0574,BendyBear,BendyBear  has decrypted function blocks using a XOR key during runtime to evade detection. [32]
S0268,Bisonal,Bisonal  has decoded strings in the malware using XOR and RC4. [33] [34]
S0520,BLINDINGCAN,BLINDINGCAN  has used AES and XOR to decrypt its DLLs. [35]
S0635,BoomBox,BoomBox  can decrypt AES-encrypted files downloaded from C2. [36]
S0415,BOOSTWRITE,BOOSTWRITE  has used a a 32-byte long multi-XOR key to decode data inside its payload. [37]
G0060,BRONZE BUTLER,BRONZE BUTLER  downloads encoded payloads and decodes them on the victim. [38]
S1063,Brute Ratel C4,Brute Ratel C4  has the ability to deobfuscate its payload prior to execution. [39]
S1039,Bumblebee,Bumblebee  can deobfuscate C2 server responses and unpack its code on targeted hosts. [40] [41]
S0482,Bundlore,Bundlore  has used  openssl  to decrypt AES encrypted payload data.  Bundlore  has also used base64 and RC4 with a hardcoded key to deobfuscate data. [42]
C0017,C0017,"During  C0017 ,  APT41  used the DUSTPAN loader to decrypt embedded payloads. [43]"
C0021,C0021,"During  C0021 , the threat actors deobfuscated encoded PowerShell commands including use of the specific string  'FromBase'+0x40+'String' , in place of  FromBase64String  which is normally used to decode base64. [44] [45]"
S0335,Carbon,Carbon  decrypts task and configuration files for execution. [46] [47]
S0348,Cardinal RAT,Cardinal RAT  decodes many of its artifacts and is decrypted (AES-128) after being downloaded. [48]
S0160,certutil,certutil  has been used to decode binaries hidden inside certificate files as Base64 information. [1]
S0631,Chaes,Chaes  has decrypted an AES encrypted binary file to trigger the download of other files. [49]
S0674,CharmPower,CharmPower  can decrypt downloaded modules prior to execution. [50]
S1041,Chinoxy,The  Chinoxy  dropping function can initiate decryption of its config file. [51]
S0667,Chrommme,Chrommme  can decrypt its encrypted internal code. [52]
S0660,Clambling,Clambling  can deobfuscate its payload prior to execution. [53] [54]
S0611,Clop,Clop  has used a simple XOR operation to decrypt strings. [55]
S0154,Cobalt Strike,Cobalt Strike  can deobfuscate shellcode using a rolling XOR and decrypt metadata from Beacon sessions. [56] [57]
S0369,CoinTicker,CoinTicker  decodes the initially-downloaded hidden encoded file using OpenSSL. [58]
S0126,ComRAT,ComRAT  has used unique per machine passwords to decrypt the orchestrator payload and a hardcoded XOR key to decrypt its communications module.  ComRAT  has also used a unique password to decrypt the file used for its hidden file system. [59] [60]
S0575,Conti,Conti  has decrypted its payload using a hardcoded AES-256 key. [61] [62]
S0492,CookieMiner,CookieMiner  has used Google Chrome's decryption and extraction operations. [63]
S0614,CostaBricks,CostaBricks  has the ability to use bytecode to decrypt embedded payloads. [64]
S0115,Crimson,Crimson  can decode its encoded PE file prior to execution. [65]
S0687,Cyclops Blink,Cyclops Blink  can decrypt and parse instructions sent from C2. [66]
S1014,DanBot,DanBot  can use a VBA macro to decode its payload prior to installation and execution. [67]
G0012,Darkhotel,Darkhotel  has decrypted strings and imports using RC4 during execution. [68] [69]
S1066,DarkTortilla,DarkTortilla  can decrypt its payload and associated configuration elements using the Rijndael cipher. [70]
S0673,DarkWatchman,DarkWatchman  has the ability to self-extract as a RAR archive. [71]
S0255,DDKONG,DDKONG  decodes an embedded configuration using XOR. [72]
S1052,DEADEYE,DEADEYE  has the ability to combine multiple sections of a binary which were broken up to evade detection into a single .dll prior to execution. [43]
S0354,Denis,Denis  will decrypt important strings used for C&C communication. [73]
S0547,DropBook,DropBook  can unarchive data downloaded from the C2 to obtain the payload and persistence modules. [74]
S0502,Drovorub,Drovorub  has de-obsfuscated XOR encrypted payloads in WebSocket messages. [75]
S0567,Dtrack,Dtrack  has used a decryption routine that is part of an executable physical patch. [76]
S0024,Dyre,Dyre  decrypts resources needed for targeting the victim. [77] [78]
G1006,Earth Lusca,Earth Lusca  has used  certutil  to decode a string into a cabinet file. [79]
S0377,Ebury,Ebury  has verified C2 domain ownership by decrypting the TXT record using an embedded RSA public key. [80]
S0624,Ecipekac,Ecipekac  has the ability to decrypt fileless loader modules. [81]
S0554,Egregor,Egregor  has been decrypted before execution. [82] [83]
S0367,Emotet,Emotet  has used a self-extracting RAR file to deliver modules to victims. Emotet has also extracted embedded executables from files using hard-coded buffer offsets. [84]
S0634,EnvyScout,EnvyScout  can deobfuscate and write malicious ISO files to disk. [36]
S0401,Exaramel for Linux,Exaramel for Linux  can decrypt its configuration file. [85]
S0361,Expand,Expand  can be used to decompress a local or remote CAB file into an executable. [86]
S0512,FatDuke,FatDuke  can decrypt AES encrypted C2 communications. [87]
G1016,FIN13,FIN13  has utilized  certutil  to decode base64 encoded versions of custom malware. [88]
S0355,Final1stspy,Final1stspy  uses Python code to deobfuscate base64-encoded strings. [89]
S0182,FinFisher,"FinFisher  extracts and decrypts stage 3 malware, which is stored in encrypted resources. [90] [91]"
S0618,FIVEHANDS,FIVEHANDS  has the ability to decrypt its payload prior to execution. [92] [93] [94]
S0661,FoggyWeb,FoggyWeb  can be decrypted in memory using a Lightweight Encryption Algorithm (LEA)-128 key and decoded using a XOR key. [95]
C0001,Frankenstein,"During  Frankenstein , the threat actors deobfuscated Base64-encoded commands following the execution of a malicious script, which revealed a small script designed to obtain an additional payload. [96]"
S0628,FYAnti,FYAnti  has the ability to decrypt an embedded .NET module. [81]
G0047,Gamaredon Group,Gamaredon Group  tools decrypted additional payloads from the C2.  Gamaredon Group  has also decoded base64-encoded source code of a downloader. [97] [98]
S0666,Gelsemium,Gelsemium  can decompress and decrypt DLLs and shellcode. [52]
S0032,gh0st RAT,"gh0st RAT  has decrypted and loaded the  gh0st RAT  DLL into memory, once the initial dropper executable is launched. [99]"
S0588,GoldMax,GoldMax  has decoded and decrypted the configuration file when executed. [100] [101]
S0477,Goopy,Goopy  has used a polymorphic decryptor to decrypt itself at runtime. [73]
G0078,Gorgon Group,Gorgon Group  malware can decode contents from a payload that was Base64 encoded and write the contents to a file. [102]
S0531,Grandoreiro,Grandoreiro  can decrypt its encrypted internal strings. [103]
S0690,Green Lambert,Green Lambert  can use multiple custom routines to decrypt strings prior to execution. [104] [105]
S0632,GrimAgent,GrimAgent  can use a decryption algorithm for strings based on Rotate on Right (RoR) and Rotate on Left (RoL) functionality. [106]
S0499,Hancitor,Hancitor  has decoded Base64 encoded URLs to insert a recipient’s name into the filename of the Word document.  Hancitor  has also extracted executables from ZIP files. [107] [108]
S0697,HermeticWiper,HermeticWiper  can decompress and copy driver files using  LZCopy . [109]
S1027,Heyoka Backdoor,Heyoka Backdoor  can decrypt its payload prior to execution. [110]
S0394,HiddenWasp,HiddenWasp  uses a cipher to implement a decoding function. [111]
G0126,Higaisa,Higaisa  used certutil to decode Base64 binaries at runtime and a 16-byte XOR key to decrypt data. [112] [113]
S0601,Hildegard,Hildegard  has decrypted ELF files with AES. [114]
S0398,HyperBro,HyperBro  can unpack and decrypt its payload prior to execution. [53] [115]
S1022,IceApple,IceApple  can use a Base64-encoded AES key to decrypt tasking. [116]
S0434,Imminent Monitor,Imminent Monitor  has decoded malware components that are then dropped to the system. [117]
S0604,Industroyer,Industroyer  decrypts code to connect to a remote C2 server. [118]
S0260,InvisiMole,"InvisiMole  can decrypt, unpack and load a DLL from its resources, or from blobs encrypted with Data Protection API, two-key triple DES, and variations of the XOR cipher. [119] [120]"
S0581,IronNetInjector,IronNetInjector  has the ability to decrypt embedded .NET and PE payloads. [121]
S0189,ISMInjector,ISMInjector  uses the  certutil  command to decode a payload file. [122]
G0004,Ke3chang,Ke3chang  has deobfuscated Base64-encoded shellcode strings prior to loading them. [123]
S0585,Kerrdown,"Kerrdown  can decode, decrypt, and decompress multiple layers of shellcode. [124]"
S0487,Kessel,Kessel  has decrypted the binary's configuration once the  main  function was launched. [125]
S1051,KEYPLUG,KEYPLUG  can decode its configuration file to determine C2 protocols. [43]
S0526,KGH_SPY,KGH_SPY  can decrypt encrypted strings and write them to a newly created folder. [126]
G0094,Kimsuky,Kimsuky  has decoded malicious VBScripts using Base64. [127]
S0641,Kobalos,"Kobalos  decrypts strings right after the initial communication, but before the authentication process. [128]"
S0669,KOCTOPUS,KOCTOPUS  has deobfuscated itself before executing its commands. [129]
S0356,KONNI,KONNI  has used certutil to download and decode base64 encoded strings and has also devoted a custom section to performing all the components of the deobfuscation process. [130] [131]
S0236,Kwampirs,Kwampirs  decrypts and extracts a copy of its main DLL payload when executing. [132]
G0032,Lazarus Group,Lazarus Group  has used shellcode within macros to decrypt and manually map DLLs and shellcode into memory at runtime. [133] [134]
G0065,Leviathan,Leviathan  has used a DLL known as SeDll to decrypt and execute other JavaScript backdoors. [135]
S0395,LightNeuron,LightNeuron  has used AES and XOR to decrypt configuration files and commands. [136]
S0513,LiteDuke,LiteDuke  has the ability to decrypt and decode multiple layers of obfuscation. [87]
S0681,Lizar,Lizar  can decrypt its configuration data. [137]
S0447,Lokibot,"Lokibot  has decoded and decrypted its stages multiple times using hard-coded keys to deliver the final payload, and has decoded its server response hex string using XOR. [138]"
S0582,LookBack,LookBack  has a function that decrypts malicious data. [139]
S0532,Lucifer,Lucifer  can decrypt its C2 address upon execution. [140]
S0409,Machete,Machete ’s downloaded data is decrypted using AES. [141]
S1016,MacMa,MacMa  decrypts a downloaded file using AES-128-EBC with a custom delta. [142]
S1060,Mafalda,Mafalda  can decrypt files and data. [143]
S0576,MegaCortex,MegaCortex  has used a Base64 key to decode its components. [144]
G0045,menuPass,menuPass  has used  certutil  in a macro to decode base64-encoded content contained in a dropper document attached to an email. The group has also used  certutil -decode  to decode files on the victim’s machine when dropping  UPPERCUT . [145] [146]
S0443,MESSAGETAP,"After checking for the existence of two files, keyword_parm.txt and parm.txt,  MESSAGETAP  XOR decodes and read the contents of the files.  [147]"
S1059,metaMain,metaMain  can decrypt and load other modules. [143]
S0455,Metamorfo,"Upon execution,  Metamorfo  has unzipped itself after being downloaded to the system and has performed string decryption. [148] [149] [150]"
S0280,MirageFox,MirageFox  has a function for decrypting data containing C2 configuration information. [151]
G0021,Molerats,Molerats  decompresses ZIP files once on the victim machine. [152]
S1026,Mongall,Mongall  has the ability to decrypt its payload prior to execution. [110]
S0284,More_eggs,More_eggs  will decode malware components that are then dropped to the system. [153]
S1047,Mori,Mori  can resolve networking APIs from strings that are ADD-encrypted. [154]
G0069,MuddyWater,MuddyWater  decoded base64-encoded PowerShell commands using a VBS file. [155] [156] [157] [158]
S0637,NativeZone,NativeZone  can decrypt and decode embedded   Cobalt Strike  beacon stage shellcode. [36]
S0457,Netwalker,"Netwalker 's PowerShell script can decode and decrypt multiple layers of obfuscation, leading to the  Netwalker  DLL being loaded into memory. [159]"
S0353,NOKKI,"NOKKI  uses a unique, custom de-obfuscation technique. [160]"
G0049,OilRig,A  OilRig  macro has run a PowerShell command to decode file contents.  OilRig  has also used  certutil  to decode base64-encoded files on victims. [161] [122] [162] [163]
S0439,Okrum,"Okrum 's loader can decrypt the backdoor code, embedded within the loader or within a legitimate PNG file. A custom XOR cipher or RC4 is used for decryption. [164]"
S0052,OnionDuke,OnionDuke  can use a custom decryption algorithm to decrypt strings. [87]
S0264,OopsIE,OopsIE  concatenates then decompresses multiple resources to load an embedded .Net Framework assembly. [162]
C0016,Operation Dust Storm,"During  Operation Dust Storm , attackers used VBS code to decode payloads. [165]"
C0006,Operation Honeybee,"During  Operation Honeybee , malicious files were decoded prior to execution. [166]"
C0005,Operation Spalax,"For  Operation Spalax , the threat actors used a variety of packers and droppers to decrypt malicious payloads. [167]"
S0402,OSX/Shlayer,OSX/Shlayer  can base64-decode and AES-decrypt downloaded payloads. [168]  Versions of  OSX/Shlayer  pass encrypted and password-protected code to  openssl  and then write the payload to the  /tmp  folder. [169] [170]
S0352,OSX_OCEANLOTUS.D,"OSX_OCEANLOTUS.D  uses a decode routine combining bit shifting and XOR operations with a variable key that depends on the length of the string that was encoded. If the computation for the variable XOR key turns out to be 0, the default XOR key of 0x1B is used. This routine is also referenced as the  rotate  function in reporting. [171]"
S0598,P.A.S. Webshell,P.A.S. Webshell  can use a decryption mechanism to process a user supplied password and allow execution. [85]
S1050,PcShare,PcShare  has decrypted its strings by applying a XOR operation and a decompression using a custom implemented LZM algorithm. [51]
S0517,Pillowmint,Pillowmint  has been decompressed by included shellcode prior to being launched. [172]
S1031,PingPull,PingPull  can decrypt received data from its C2 server by using AES. [173]
S0501,PipeMon,PipeMon  can decrypt password-protected executables. [174]
S0013,PlugX,PlugX  decompresses and decrypts itself using the Microsoft API call RtlDecompressBuffer. [175] [53] [176]
S0428,PoetRAT,PoetRAT  has used LZMA and base64 libraries to decode obfuscated scripts. [177]
S0518,PolyglotDuke,PolyglotDuke  can use a custom algorithm to decrypt strings used by the malware. [87]
S1012,PowerLess,PowerLess  can use base64 and AES ECB decryption prior to execution of downloaded modules. [178]
S0223,POWERSTATS,POWERSTATS  can deobfuscate the main backdoor code. [157]
S1046,PowGoop,PowGoop  can decrypt PowerShell scripts for execution. [154] [179]
S0279,Proton,Proton  uses an encrypted file to store commands and configuration values. [180]
S0613,PS1,PS1  can use an XOR key to decrypt a PowerShell loader and payload binary. [64]
S0147,Pteranodon,Pteranodon  can decrypt encrypted data strings prior to using them. [181]
S0196,PUNCHBUGGY,PUNCHBUGGY  has used  PowerShell  to decode base64-encoded assembly. [182]
S1032,PyDCrypt,PyDCrypt  has decrypted and dropped the  DCSrv  payload to disk. [183]
S0650,QakBot,QakBot  can deobfuscate and re-assemble code strings for execution. [184] [185] [186]
S0269,QUADAGENT,QUADAGENT  uses AES and a preshared key to decrypt the custom Base64 routine used to encode strings and scripts. [187]
S1076,QUIETCANARY,QUIETCANARY  can use a custom parsing routine to decode the command codes and additional parameters from the C2 before executing them. [188]
S0565,Raindrop,Raindrop  decrypted its  Cobalt Strike  payload using an AES-256 encryption algorithm in CBC mode with a unique key per sample. [189] [190]
S0629,RainyDay,RainyDay  can decrypt its payload via a XOR key. [191]
S0458,Ramsay,Ramsay  can extract its agent from the body of a malicious document. [192]
S0495,RDAT,RDAT  can deobfuscate the base64-encoded and AES-encrypted files downloaded from the C2 server. [193]
S0511,RegDuke,RegDuke  can decrypt strings with a key either stored in the Registry or hardcoded in the code. [87]
S0375,Remexi,Remexi  decrypts the configuration data using XOR with 25-character keys. [194]
S0496,REvil,REvil  can decode encrypted strings to enable execution of commands and payloads. [195] [196] [197] [198] [199] [200]
S0258,RGDoor,RGDoor  decodes Base64 strings and decrypts strings using a custom XOR algorithm. [201]
S0448,Rising Sun,"Rising Sun  has decrypted itself using a single-byte XOR scheme. Additionally,  Rising Sun  can decrypt its configuration data at runtime. [202]"
G0106,Rocke,Rocke  has extracted tar.gz files after downloading them from a C2 server. [203]
S0270,RogueRobin,RogueRobin  decodes an embedded executable using base64 and decompresses it. [204]
S0240,ROKRAT,ROKRAT  can decrypt strings using the victim's hostname as the key. [205] [206]
S1078,RotaJakiro,"RotaJakiro  uses the AES algorithm, bit shifts in a function called  rotate , and an XOR cipher to decrypt resources required for persistence, process guarding, and file locking. It also performs this same function on encrypted stack strings and the  head  and  key  sections in the network packet structure used for C2 communications. [207]"
S1018,Saint Bot,Saint Bot  can deobfuscate strings and files for execution. [208]
G0034,Sandworm Team,Sandworm Team 's VBS backdoor can decode Base64-encoded data and save it to the %TEMP% folder. The group also decrypted received information using the Triple DES algorithm and decompresses it using GZip. [209] [210]
S1085,Sardonic,Sardonic  can first decrypt with the RC4 algorithm using a hardcoded decryption key before decompressing. [211]
S0461,SDBbot,SDBbot  has the ability to decrypt and decompress its payload to enable code execution. [212] [213]
S0596,ShadowPad,ShadowPad  has decrypted a binary blob to start execution. [214]
S0140,Shamoon,Shamoon  decrypts ciphertext using an XOR cipher and a base64-encoded string. [215]
S1019,Shark,Shark  can extract and decrypt downloaded .zip files. [216]
S0546,SharpStage,SharpStage  has decompressed data received from the C2 server. [217]
S0444,ShimRat,ShimRat  has decompressed its core DLL using shellcode once an impersonated antivirus component was running on a system. [218]
S0589,Sibot,Sibot  can decrypt data received from a C2 and save to a file. [100]
S0610,SideTwist,SideTwist  can decode and decrypt messages received from C2. [219]
S0623,Siloscape,Siloscape  has decrypted the password of the C2 server with a simple byte by byte XOR.  Siloscape  also writes both an archive of  Tor  and the  unzip  binary to disk from data embedded within the payload using Visual Studio’s Resource Manager. [220]
S0468,Skidmap,"Skidmap  has the ability to download, unpack, and decrypt tar.gz files . [221]"
S0226,Smoke Loader,Smoke Loader  deobfuscates its code. [222]
S1086,Snip3,Snip3  can decode its second-stage PowerShell script prior to execution. [223]
C0024,SolarWinds Compromise,"During the  SolarWinds Compromise ,  APT29  used 7-Zip to decode their  Raindrop  malware. [189]"
S0615,SombRAT,SombRAT  can run  upload  to decrypt and upload files from storage. [64] [93]
S0516,SoreFang,SoreFang  can decode and decrypt exfiltrated data sent to C2. [224]
S0543,Spark,Spark  has used a custom XOR algorithm to decrypt the payload. [225]
S0390,SQLRat,SQLRat  has scripts that are responsible for deobfuscating additional scripts. [226]
S1030,Squirrelwaffle,Squirrelwaffle  has decrypted files and payloads using a XOR-based algorithm. [227] [228]
S0188,Starloader,Starloader  decrypts and executes shellcode from a file called Stars.jps. [229]
S0603,Stuxnet,Stuxnet  decrypts resources that are loaded into memory and executed. [230]
S0562,SUNSPOT,"SUNSPOT  decrypts  SUNBURST , which was stored in AES128-CBC encrypted blobs. [231]"
S0663,SysUpdate,SysUpdate  can deobfuscate packed binaries in memory. [115]
G0092,TA505,TA505  has decrypted packed DLLs with an XOR key. [232]
S0011,Taidoor,Taidoor  can use a stream cipher to decrypt stings used by the malware. [233]
G0139,TeamTNT,TeamTNT  has used a script that decodes a Base64-encoded version of WeaveWorks Scope. [234]
S0560,TEARDROP,TEARDROP  was decoded using a custom rolling XOR algorithm to execute a customized  Cobalt Strike  payload. [235] [236] [190]
G0027,Threat Group-3390,"During execution,  Threat Group-3390  malware deobfuscates and decompresses code that was encoded with Metasploit’s shikata_ga_nai encoder as well as compressed with LZNT1 compression. [237]"
S0665,ThreatNeedle,"ThreatNeedle  can decrypt its payload using RC4, AES, or one-byte XORing. [238]"
S0678,Torisma,Torisma  has used XOR and Base64 to decode C2 data. [239]
S0266,TrickBot,TrickBot  decodes the configuration data and modules. [240] [241] [242]
G0081,Tropic Trooper,Tropic Trooper  used shellcode with an XOR algorithm to decrypt a payload.  Tropic Trooper  also decrypted image files which contained a payload. [243] [244]
S0436,TSCookie,"TSCookie  has the ability to decrypt, load, and execute a DLL and its resources. [245]"
